Age,CustomerSegment,Age_Group,CustomerID,Region,Gender,City,SignUpDate,Year_SignUpDate,Month_SignUpDate,MonthName_SignupDate
29,Premium,Early Adults,CSTMR0770,MARMARA,FEMALE,ISTANBUL,2021/01/30,2021,1,January
18,Standard,Young Adults,CSTMR0771,MARMARA,FEMALE,ISTANBUL,2021/11/11,2021,11,November
46,Standard,Late Adults,CSTMR0772,MARMARA,MALE,ISTANBUL,2021/01/06,2021,1,January
45,Standard,Middle Adults,CSTMR0773,MARMARA,MALE,ISTANBUL,2022/02/23,2022,2,February
34,VIP,Early Adults,CSTMR0774,MARMARA,MALE,ISTANBUL,2022/03/10,2022,3,March
45,Standard,Middle Adults,CSTMR0775,MARMARA,FEMALE,ISTANBUL,2022/04/16,2022,4,April
71,Standard,Older Adults,CSTMR0776,MARMARA,FEMALE,ISTANBUL,2022/07/28,2022,7,July
37,Standard,Middle Adults,CSTMR0777,MARMARA,OTHER,KOCAELI,2021/06/11,2021,6,June
41,Standard,Middle Adults,CSTMR0778,CENTRAL ANATOLIA,FEMALE,ANKARA,2020/02/27,2020,2,February
51,Premium,Late Adults,CSTMR0779,AEGEAN,FEMALE,IZMIR,2023/02/09,2023,2,February
37,Premium,Middle Adults,CSTMR0780,MARMARA,MALE,ISTANBUL,2020/07/30,2020,7,July
37,Premium,Middle Adults,CSTMR0781,AEGEAN,MALE,AYDIN,2021/11/15,2021,11,November
51,Premium,Late Adults,CSTMR0782,CENTRAL ANATOLIA,MALE,ANKARA,2020/02/21,2020,2,February
29,Standard,Early Adults,CSTMR0783,AEGEAN,FEMALE,IZMIR,2022/05/07,2022,5,May
29,Premium,Early Adults,CSTMR0784,AEGEAN,MALE,IZMIR,2022/07/12,2022,7,July
28,Standard,Early Adults,CSTMR0785,MARMARA,MALE,ISTANBUL,2022/01/12,2022,1,January
37,Standard,Middle Adults,CSTMR0786,MARMARA,FEMALE,KOCAELI,2022/06/20,2022,6,June
48,Standard,Late Adults,CSTMR0787,CENTRAL ANATOLIA,MALE,ANKARA,2020/02/21,2020,2,February
40,VIP,Middle Adults,CSTMR0788,AEGEAN,FEMALE,IZMIR,2021/10/13,2021,10,October
25,Premium,Young Adults,CSTMR0789,AEGEAN,MALE,IZMIR,2023/01/03,2023,1,January
52,Standard,Late Adults,CSTMR0790,MARMARA,FEMALE,ISTANBUL,2021/04/03,2021,4,April
36,Standard,Middle Adults,CSTMR0791,MARMARA,MALE,ISTANBUL,2022/05/14,2022,5,May
42,Standard,Middle Adults,CSTMR0792,AEGEAN,FEMALE,IZMIR,2020/09/29,2020,9,September
41,Standard,Middle Adults,CSTMR0793,MARMARA,MALE,ISTANBUL,2021/05/21,2021,5,May
37,Standard,Middle Adults,CSTMR0794,AEGEAN,FEMALE,IZMIR,2021/02/25,2021,2,February
30,Premium,Early Adults,CSTMR0795,MARMARA,FEMALE,ISTANBUL,2020/11/25,2020,11,November
42,Standard,Middle Adults,CSTMR0796,AEGEAN,MALE,IZMIR,2022/01/11,2022,1,January
43,Standard,Middle Adults,CSTMR0797,MARMARA,FEMALE,ISTANBUL,2021/10/05,2021,10,October
26,Standard,Early Adults,CSTMR0798,AEGEAN,FEMALE,IZMIR,2021/04/22,2021,4,April
34,Standard,Early Adults,CSTMR0799,MARMARA,FEMALE,ISTANBUL,2022/01/25,2022,1,January
31,Standard,Early Adults,CSTMR0800,CENTRAL ANATOLIA,FEMALE,ESKISEHIR,2023/03/25,2023,3,March
35,Standard,Early Adults,CSTMR0801,AEGEAN,FEMALE,IZMIR,2020/10/30,2020,10,October
24,Standard,Young Adults,CSTMR0802,MARMARA,FEMALE,KOCAELI,2021/06/25,2021,6,June
51,Premium,Late Adults,CSTMR0803,CENTRAL ANATOLIA,FEMALE,ANKARA,2021/11/23,2021,11,November
43,Standard,Middle Adults,CSTMR0804,MARMARA,FEMALE,ISTANBUL,2021/08/21,2021,8,August
53,Standard,Late Adults,CSTMR0805,MARMARA,OTHER,BURSA,2021/08/29,2021,8,August
43,VIP,Middle Adults,CSTMR0806,CENTRAL ANATOLIA,FEMALE,ESKISEHIR,2022/05/11,2022,5,May
29,Standard,Early Adults,CSTMR0807,MARMARA,FEMALE,BURSA,2020/06/20,2020,6,June
33,Standard,Early Adults,CSTMR0808,CENTRAL ANATOLIA,FEMALE,ESKISEHIR,2021/02/25,2021,2,February
41,Standard,Middle Adults,CSTMR0809,MARMARA,FEMALE,BURSA,2021/08/27,2021,8,August
52,Standard,Late Adults,CSTMR0810,MEDITERRANEAN,FEMALE,ANTALYA,2022/11/14,2022,11,November
44,Premium,Middle Adults,CSTMR0811,MARMARA,FEMALE,ISTANBUL,2020/08/11,2020,8,August
33,Premium,Early Adults,CSTMR0812,AEGEAN,MALE,IZMIR,2021/03/04,2021,3,March
29,Standard,Early Adults,CSTMR0813,CENTRAL ANATOLIA,FEMALE,ANKARA,2022/06/08,2022,6,June
48,Standard,Late Adults,CSTMR0814,MARMARA,FEMALE,ISTANBUL,2022/02/16,2022,2,February
36,Standard,Middle Adults,CSTMR0815,MARMARA,MALE,KOCAELI,2023/03/16,2023,3,March
31,Standard,Early Adults,CSTMR0816,MARMARA,MALE,ISTANBUL,2020/06/23,2020,6,June
39,VIP,Middle Adults,CSTMR0817,AEGEAN,MALE,IZMIR,2020/09/01,2020,9,September
29,Premium,Early Adults,CSTMR0818,MARMARA,MALE,ISTANBUL,2020/01/15,2020,1,January
38,Premium,Middle Adults,CSTMR0819,MARMARA,MALE,BURSA,2020/09/22,2020,9,September
49,Standard,Late Adults,CSTMR0820,MARMARA,FEMALE,ISTANBUL,2020/11/01,2020,11,November
38,Premium,Middle Adults,CSTMR0821,MARMARA,FEMALE,ISTANBUL,2022/07/06,2022,7,July
25,Standard,Young Adults,CSTMR0822,AEGEAN,FEMALE,AYDIN,2022/11/14,2022,11,November
28,Standard,Early Adults,CSTMR0823,MARMARA,MALE,ISTANBUL,2023/01/20,2023,1,January
39,Standard,Middle Adults,CSTMR0824,MARMARA,MALE,KOCAELI,2020/08/19,2020,8,August
44,Standard,Middle Adults,CSTMR0825,MARMARA,FEMALE,ISTANBUL,2021/04/03,2021,4,April
38,Standard,Middle Adults,CSTMR0826,MARMARA,FEMALE,ISTANBUL,2021/01/01,2021,1,January
34,Standard,Early Adults,CSTMR0827,CENTRAL ANATOLIA,FEMALE,ANKARA,2022/08/30,2022,8,August
28,Premium,Early Adults,CSTMR0828,CENTRAL ANATOLIA,FEMALE,ANKARA,2020/04/02,2020,4,April
65,Premium,Older Adults,CSTMR0829,AEGEAN,FEMALE,AYDIN,2021/12/26,2021,12,December
35,Premium,Early Adults,CSTMR0830,MARMARA,FEMALE,ISTANBUL,2021/03/14,2021,3,March
42,Premium,Middle Adults,CSTMR0831,MARMARA,FEMALE,ISTANBUL,2023/02/23,2023,2,February
18,Standard,Young Adults,CSTMR0832,MARMARA,MALE,ISTANBUL,2023/04/06,2023,4,April
39,Standard,Middle Adults,CSTMR0833,MARMARA,FEMALE,ISTANBUL,2021/02/22,2021,2,February
38,VIP,Middle Adults,CSTMR0834,MARMARA,MALE,ISTANBUL,2020/08/01,2020,8,August
54,VIP,Late Adults,CSTMR0835,MARMARA,MALE,KOCAELI,2022/07/07,2022,7,July
23,Standard,Young Adults,CSTMR0836,MARMARA,FEMALE,ISTANBUL,2020/11/08,2020,11,November
31,Standard,Early Adults,CSTMR0837,MARMARA,MALE,KOCAELI,2020/12/05,2020,12,December
46,Premium,Late Adults,CSTMR0838,CENTRAL ANATOLIA,MALE,ANKARA,2021/06/16,2021,6,June
24,Premium,Young Adults,CSTMR0839,MARMARA,FEMALE,ISTANBUL,2021/09/20,2021,9,September
37,Standard,Middle Adults,CSTMR0840,MARMARA,FEMALE,ISTANBUL,2020/02/27,2020,2,February
49,Standard,Late Adults,CSTMR0841,MARMARA,MALE,ISTANBUL,2022/04/13,2022,4,April
27,Standard,Early Adults,CSTMR0842,MARMARA,MALE,KOCAELI,2020/05/25,2020,5,May
33,Premium,Early Adults,CSTMR0843,AEGEAN,FEMALE,IZMIR,2020/06/01,2020,6,June
31,Premium,Early Adults,CSTMR0844,AEGEAN,FEMALE,IZMIR,2020/12/10,2020,12,December
43,Standard,Middle Adults,CSTMR0845,MARMARA,MALE,ISTANBUL,2022/04/20,2022,4,April
52,Standard,Late Adults,CSTMR0846,MARMARA,FEMALE,ISTANBUL,2022/05/21,2022,5,May
63,Standard,Older Adults,CSTMR0847,MARMARA,FEMALE,BURSA,2022/05/22,2022,5,May
53,Standard,Late Adults,CSTMR0848,MARMARA,MALE,ISTANBUL,2021/06/25,2021,6,June
18,VIP,Young Adults,CSTMR0849,CENTRAL ANATOLIA,MALE,ANKARA,2021/09/12,2021,9,September
55,Standard,Late Adults,CSTMR0850,MARMARA,FEMALE,ISTANBUL,2022/12/28,2022,12,December
53,Standard,Late Adults,CSTMR0851,MEDITERRANEAN,MALE,ANTALYA,2022/07/26,2022,7,July
51,Standard,Late Adults,CSTMR0852,MARMARA,FEMALE,ISTANBUL,2020/03/07,2020,3,March
34,Premium,Early Adults,CSTMR0853,MARMARA,MALE,ISTANBUL,2023/02/04,2023,2,February
43,Standard,Middle Adults,CSTMR0854,MARMARA,MALE,ISTANBUL,2020/03/13,2020,3,March
21,Standard,Young Adults,CSTMR0855,MEDITERRANEAN,FEMALE,ADANA,2023/03/20,2023,3,March
33,VIP,Early Adults,CSTMR0856,CENTRAL ANATOLIA,MALE,ESKISEHIR,2022/04/01,2022,4,April
26,Premium,Early Adults,CSTMR0857,AEGEAN,FEMALE,IZMIR,2022/11/02,2022,11,November
34,Standard,Early Adults,CSTMR0858,AEGEAN,FEMALE,AYDIN,2021/11/28,2021,11,November
50,Standard,Late Adults,CSTMR0859,MARMARA,FEMALE,BURSA,2022/08/13,2022,8,August
20,Premium,Young Adults,CSTMR0860,CENTRAL ANATOLIA,MALE,ANKARA,2020/08/03,2020,8,August
51,Standard,Late Adults,CSTMR0861,MARMARA,MALE,ISTANBUL,2022/05/19,2022,5,May
29,Standard,Early Adults,CSTMR0862,CENTRAL ANATOLIA,MALE,ANKARA,2023/03/13,2023,3,March
28,Premium,Early Adults,CSTMR0863,CENTRAL ANATOLIA,MALE,ANKARA,2020/06/21,2020,6,June
24,VIP,Young Adults,CSTMR0864,CENTRAL ANATOLIA,MALE,ANKARA,2021/06/01,2021,6,June
24,Standard,Young Adults,CSTMR0865,MARMARA,FEMALE,KOCAELI,2023/03/21,2023,3,March
52,Standard,Late Adults,CSTMR0866,MARMARA,FEMALE,ISTANBUL,2022/06/17,2022,6,June
28,VIP,Early Adults,CSTMR0867,AEGEAN,MALE,IZMIR,2022/06/04,2022,6,June
36,VIP,Middle Adults,CSTMR0868,MARMARA,MALE,ISTANBUL,2022/12/18,2022,12,December
28,Standard,Early Adults,CSTMR0869,AEGEAN,MALE,IZMIR,2022/11/24,2022,11,November
40,Standard,Middle Adults,CSTMR0870,MARMARA,MALE,ISTANBUL,2020/09/10,2020,9,September
44,Standard,Middle Adults,CSTMR0871,AEGEAN,MALE,IZMIR,2021/07/28,2021,7,July
49,VIP,Late Adults,CSTMR0872,AEGEAN,MALE,IZMIR,2020/08/11,2020,8,August
28,Standard,Early Adults,CSTMR0873,AEGEAN,FEMALE,AYDIN,2021/02/18,2021,2,February
18,Standard,Young Adults,CSTMR0874,MARMARA,FEMALE,ISTANBUL,2022/12/09,2022,12,December
35,Standard,Early Adults,CSTMR0875,CENTRAL ANATOLIA,FEMALE,ANKARA,2020/09/03,2020,9,September
31,Standard,Early Adults,CSTMR0876,MEDITERRANEAN,OTHER,ANTALYA,2022/09/10,2022,9,September
40,Premium,Middle Adults,CSTMR0877,MARMARA,FEMALE,ISTANBUL,2023/10/01,2023,10,October
18,Standard,Young Adults,CSTMR0878,MARMARA,FEMALE,KOCAELI,2022/03/02,2022,3,March
30,Standard,Early Adults,CSTMR0879,MARMARA,FEMALE,BURSA,2023/01/22,2023,1,January
18,Premium,Young Adults,CSTMR0880,CENTRAL ANATOLIA,MALE,ANKARA,2020/10/17,2020,10,October
27,Standard,Early Adults,CSTMR0881,MARMARA,MALE,ISTANBUL,2021/05/17,2021,5,May
42,Standard,Middle Adults,CSTMR0882,MARMARA,OTHER,ISTANBUL,2021/08/15,2021,8,August
35,Standard,Early Adults,CSTMR0883,MARMARA,MALE,ISTANBUL,2021/12/09,2021,12,December
45,Premium,Middle Adults,CSTMR0884,AEGEAN,FEMALE,IZMIR,2022/04/11,2022,4,April
47,Standard,Late Adults,CSTMR0885,CENTRAL ANATOLIA,MALE,ANKARA,2020/11/22,2020,11,November
48,Standard,Late Adults,CSTMR0886,MARMARA,FEMALE,ISTANBUL,2020/05/04,2020,5,May
55,Standard,Late Adults,CSTMR0887,MARMARA,MALE,ISTANBUL,2020/08/15,2020,8,August
47,Premium,Late Adults,CSTMR0888,MARMARA,FEMALE,ISTANBUL,2022/05/23,2022,5,May
36,Standard,Middle Adults,CSTMR0889,AEGEAN,MALE,AYDIN,2020/06/19,2020,6,June
28,Standard,Early Adults,CSTMR0890,CENTRAL ANATOLIA,MALE,ANKARA,2022/07/07,2022,7,July
31,Premium,Early Adults,CSTMR0891,CENTRAL ANATOLIA,OTHER,ANKARA,2020/05/25,2020,5,May
38,Standard,Middle Adults,CSTMR0892,MARMARA,MALE,ISTANBUL,2020/07/11,2020,7,July
33,Standard,Early Adults,CSTMR0893,MARMARA,FEMALE,KOCAELI,2021/06/04,2021,6,June
45,VIP,Middle Adults,CSTMR0894,MARMARA,FEMALE,ISTANBUL,2021/11/21,2021,11,November
21,Standard,Young Adults,CSTMR0895,MARMARA,FEMALE,BURSA,2022/08/08,2022,8,August
39,Standard,Middle Adults,CSTMR0896,MARMARA,MALE,BURSA,2021/04/03,2021,4,April
29,VIP,Early Adults,CSTMR0897,MEDITERRANEAN,MALE,ANTALYA,2020/04/21,2020,4,April
34,Premium,Early Adults,CSTMR0898,MARMARA,FEMALE,ISTANBUL,2021/04/15,2021,4,April
41,Premium,Middle Adults,CSTMR0899,MARMARA,FEMALE,ISTANBUL,2023/02/11,2023,2,February
27,Standard,Early Adults,CSTMR0900,MARMARA,MALE,KOCAELI,2020/11/16,2020,11,November
35,Premium,Early Adults,CSTMR0901,CENTRAL ANATOLIA,MALE,ANKARA,2021/06/21,2021,6,June
40,Premium,Middle Adults,CSTMR0902,MEDITERRANEAN,FEMALE,ANTALYA,2020/06/19,2020,6,June
38,Standard,Middle Adults,CSTMR0903,MARMARA,FEMALE,KOCAELI,2023/03/31,2023,3,March
40,Premium,Middle Adults,CSTMR0904,MARMARA,MALE,KOCAELI,2020/11/22,2020,11,November
35,Premium,Early Adults,CSTMR0905,CENTRAL ANATOLIA,MALE,ANKARA,2023/03/19,2023,3,March
21,Premium,Young Adults,CSTMR0906,MARMARA,FEMALE,ISTANBUL,2021/05/15,2021,5,May
30,VIP,Early Adults,CSTMR0907,MEDITERRANEAN,MALE,ANTALYA,2021/04/05,2021,4,April
31,Premium,Early Adults,CSTMR0908,MARMARA,MALE,BURSA,2022/09/01,2022,9,September
42,Standard,Middle Adults,CSTMR0909,MARMARA,OTHER,KOCAELI,2022/04/27,2022,4,April
30,Premium,Early Adults,CSTMR0910,CENTRAL ANATOLIA,MALE,ANKARA,2023/03/23,2023,3,March
28,Premium,Early Adults,CSTMR0911,MARMARA,MALE,KOCAELI,2021/05/08,2021,5,May
63,Standard,Older Adults,CSTMR0912,CENTRAL ANATOLIA,FEMALE,ANKARA,2021/08/09,2021,8,August
21,Standard,Young Adults,CSTMR0913,MARMARA,MALE,ISTANBUL,2020/08/13,2020,8,August
53,Standard,Late Adults,CSTMR0914,MARMARA,FEMALE,ISTANBUL,2023/01/25,2023,1,January
49,Premium,Late Adults,CSTMR0915,AEGEAN,MALE,IZMIR,2021/07/06,2021,7,July
21,Standard,Young Adults,CSTMR0916,AEGEAN,MALE,AYDIN,2020/07/05,2020,7,July
53,Premium,Late Adults,CSTMR0917,MARMARA,MALE,ISTANBUL,2021/03/22,2021,3,March
24,Standard,Young Adults,CSTMR0918,AEGEAN,FEMALE,AYDIN,2020/06/24,2020,6,June
31,Standard,Early Adults,CSTMR0919,CENTRAL ANATOLIA,FEMALE,ESKISEHIR,2023/02/27,2023,2,February
34,Standard,Early Adults,CSTMR0920,CENTRAL ANATOLIA,MALE,ANKARA,2022/04/15,2022,4,April
41,Premium,Middle Adults,CSTMR0921,CENTRAL ANATOLIA,FEMALE,ESKISEHIR,2020/05/31,2020,5,May
57,Standard,Late Adults,CSTMR0922,AEGEAN,MALE,AYDIN,2020/04/10,2020,4,April
38,Standard,Middle Adults,CSTMR0923,AEGEAN,MALE,IZMIR,2021/12/07,2021,12,December
35,Premium,Early Adults,CSTMR0924,MARMARA,FEMALE,ISTANBUL,2022/09/14,2022,9,September
36,Premium,Middle Adults,CSTMR0925,MARMARA,MALE,ISTANBUL,2020/04/01,2020,4,April
47,Standard,Late Adults,CSTMR0926,MARMARA,MALE,ISTANBUL,2022/03/20,2022,3,March
18,Standard,Young Adults,CSTMR0927,AEGEAN,MALE,AYDIN,2022/12/08,2022,12,December
30,Premium,Early Adults,CSTMR0928,CENTRAL ANATOLIA,MALE,ANKARA,2022/12/05,2022,12,December
34,Standard,Early Adults,CSTMR0929,MARMARA,MALE,ISTANBUL,2023/02/15,2023,2,February
51,Standard,Late Adults,CSTMR0930,CENTRAL ANATOLIA,MALE,ANKARA,2022/09/05,2022,9,September
24,Standard,Young Adults,CSTMR0931,MARMARA,MALE,ISTANBUL,2020/07/17,2020,7,July
45,Premium,Middle Adults,CSTMR0932,MARMARA,OTHER,BURSA,2022/08/20,2022,8,August
36,Standard,Middle Adults,CSTMR0933,MARMARA,OTHER,KOCAELI,2023/03/09,2023,3,March
44,Standard,Middle Adults,CSTMR0934,AEGEAN,FEMALE,IZMIR,2022/06/12,2022,6,June
47,Premium,Late Adults,CSTMR0935,CENTRAL ANATOLIA,FEMALE,ANKARA,2020/05/09,2020,5,May
23,Standard,Young Adults,CSTMR0936,AEGEAN,MALE,IZMIR,2020/03/18,2020,3,March
31,Premium,Early Adults,CSTMR0937,CENTRAL ANATOLIA,FEMALE,ESKISEHIR,2020/10/04,2020,10,October
40,Standard,Middle Adults,CSTMR0938,AEGEAN,FEMALE,IZMIR,2022/10/12,2022,10,October
21,Premium,Young Adults,CSTMR0939,CENTRAL ANATOLIA,MALE,ANKARA,2020/12/22,2020,12,December
42,Premium,Middle Adults,CSTMR0940,MARMARA,MALE,ISTANBUL,2020/07/10,2020,7,July
33,Premium,Early Adults,CSTMR0941,MARMARA,MALE,ISTANBUL,2021/12/06,2021,12,December
41,Premium,Middle Adults,CSTMR0942,CENTRAL ANATOLIA,MALE,ANKARA,2021/02/25,2021,2,February
45,Standard,Middle Adults,CSTMR0943,AEGEAN,FEMALE,AYDIN,2020/12/29,2020,12,December
36,Standard,Middle Adults,CSTMR0944,CENTRAL ANATOLIA,FEMALE,ANKARA,2022/08/20,2022,8,August
62,Premium,Older Adults,CSTMR0945,MARMARA,MALE,ISTANBUL,2020/04/15,2020,4,April
53,Premium,Late Adults,CSTMR0946,AEGEAN,MALE,IZMIR,2020/01/19,2020,1,January
22,Standard,Young Adults,CSTMR0947,AEGEAN,FEMALE,IZMIR,2022/06/13,2022,6,June
42,Standard,Middle Adults,CSTMR0948,MARMARA,MALE,ISTANBUL,2021/09/27,2021,9,September
31,Premium,Early Adults,CSTMR0949,MARMARA,MALE,ISTANBUL,2021/04/04,2021,4,April
44,Standard,Middle Adults,CSTMR0950,CENTRAL ANATOLIA,MALE,ANKARA,2022/05/03,2022,5,May
18,VIP,Young Adults,CSTMR0951,AEGEAN,FEMALE,AYDIN,2020/03/26,2020,3,March
38,Standard,Middle Adults,CSTMR0952,MARMARA,MALE,ISTANBUL,2022/12/10,2022,12,December
66,Standard,Older Adults,CSTMR0953,MARMARA,FEMALE,ISTANBUL,2022/03/11,2022,3,March
42,Standard,Middle Adults,CSTMR0954,MARMARA,MALE,ISTANBUL,2020/12/17,2020,12,December
46,Standard,Late Adults,CSTMR0955,MARMARA,FEMALE,BURSA,2020/01/25,2020,1,January
31,Standard,Early Adults,CSTMR0956,MARMARA,FEMALE,ISTANBUL,2020/12/08,2020,12,December
52,Premium,Late Adults,CSTMR0957,MARMARA,FEMALE,ISTANBUL,2022/07/17,2022,7,July
35,Standard,Early Adults,CSTMR0958,CENTRAL ANATOLIA,MALE,ANKARA,2022/10/17,2022,10,October
29,VIP,Early Adults,CSTMR0959,MARMARA,FEMALE,BURSA,2022/06/24,2022,6,June
34,Standard,Early Adults,CSTMR0960,CENTRAL ANATOLIA,MALE,ANKARA,2023/04/02,2023,4,April
52,Premium,Late Adults,CSTMR0961,AEGEAN,MALE,IZMIR,2022/05/11,2022,5,May
38,Standard,Middle Adults,CSTMR0962,MARMARA,FEMALE,ISTANBUL,2022/04/12,2022,4,April
23,Standard,Young Adults,CSTMR0963,MARMARA,MALE,ISTANBUL,2020/03/30,2020,3,March
40,VIP,Middle Adults,CSTMR0964,CENTRAL ANATOLIA,FEMALE,ANKARA,2022/06/16,2022,6,June
54,Premium,Late Adults,CSTMR0965,MARMARA,FEMALE,ISTANBUL,2022/09/23,2022,9,September
18,Premium,Young Adults,CSTMR0966,MARMARA,MALE,ISTANBUL,2023/03/20,2023,3,March
49,Standard,Late Adults,CSTMR0967,AEGEAN,FEMALE,IZMIR,2022/04/24,2022,4,April
35,Premium,Early Adults,CSTMR0968,CENTRAL ANATOLIA,MALE,ANKARA,2022/01/29,2022,1,January
23,Standard,Young Adults,CSTMR0969,MARMARA,FEMALE,ISTANBUL,2021/12/10,2021,12,December
50,Standard,Late Adults,CSTMR0970,AEGEAN,OTHER,IZMIR,2021/02/24,2021,2,February
33,Standard,Early Adults,CSTMR0971,CENTRAL ANATOLIA,FEMALE,ANKARA,2021/04/05,2021,4,April
18,Premium,Young Adults,CSTMR0972,CENTRAL ANATOLIA,MALE,ANKARA,2020/03/08,2020,3,March
19,Premium,Young Adults,CSTMR0973,MARMARA,FEMALE,ISTANBUL,2021/06/07,2021,6,June
27,VIP,Early Adults,CSTMR0974,AEGEAN,FEMALE,IZMIR,2020/08/04,2020,8,August
24,Standard,Young Adults,CSTMR0975,MEDITERRANEAN,MALE,ANTALYA,2022/04/15,2022,4,April
55,Standard,Late Adults,CSTMR0976,AEGEAN,MALE,IZMIR,2023/01/29,2023,1,January
45,Standard,Middle Adults,CSTMR0977,MARMARA,FEMALE,ISTANBUL,2020/06/30,2020,6,June
47,VIP,Late Adults,CSTMR0978,MEDITERRANEAN,MALE,ADANA,2022/04/27,2022,4,April
52,Premium,Late Adults,CSTMR0979,MARMARA,MALE,BURSA,2021/07/26,2021,7,July
32,Standard,Early Adults,CSTMR0980,MARMARA,MALE,KOCAELI,2020/08/13,2020,8,August
24,Standard,Young Adults,CSTMR0981,CENTRAL ANATOLIA,MALE,ANKARA,2021/11/12,2021,11,November
63,Standard,Older Adults,CSTMR0982,MARMARA,MALE,ISTANBUL,2023/04/05,2023,4,April
59,Standard,Late Adults,CSTMR0983,MARMARA,MALE,ISTANBUL,2020/10/20,2020,10,October
47,Standard,Late Adults,CSTMR0984,MARMARA,MALE,ISTANBUL,2022/04/15,2022,4,April
50,Standard,Late Adults,CSTMR0985,MARMARA,MALE,ISTANBUL,2022/07/15,2022,7,July
53,Standard,Late Adults,CSTMR0986,MARMARA,MALE,KOCAELI,2021/11/19,2021,11,November
42,Standard,Middle Adults,CSTMR0987,MARMARA,FEMALE,BURSA,2022/08/17,2022,8,August
41,VIP,Middle Adults,CSTMR0988,CENTRAL ANATOLIA,MALE,ANKARA,2022/05/03,2022,5,May
26,Standard,Early Adults,CSTMR0989,MARMARA,MALE,ISTANBUL,2021/12/08,2021,12,December
35,VIP,Early Adults,CSTMR0990,CENTRAL ANATOLIA,FEMALE,ANKARA,2023/01/12,2023,1,January
18,Premium,Young Adults,CSTMR0991,MARMARA,MALE,BURSA,2020/11/28,2020,11,November
39,Premium,Middle Adults,CSTMR0992,MARMARA,FEMALE,ISTANBUL,2021/02/23,2021,2,February
19,Premium,Young Adults,CSTMR0993,MARMARA,FEMALE,ISTANBUL,2021/08/02,2021,8,August
36,Standard,Middle Adults,CSTMR0994,MARMARA,MALE,ISTANBUL,2022/09/18,2022,9,September
36,Standard,Middle Adults,CSTMR0995,AEGEAN,FEMALE,AYDIN,2023/02/25,2023,2,February
49,Standard,Late Adults,CSTMR0996,AEGEAN,FEMALE,AYDIN,2023/01/06,2023,1,January
36,Premium,Middle Adults,CSTMR0997,AEGEAN,FEMALE,IZMIR,2023/04/09,2023,4,April
24,Standard,Young Adults,CSTMR0998,MARMARA,MALE,ISTANBUL,2022/10/12,2022,10,October
18,Premium,Young Adults,CSTMR0999,MARMARA,MALE,BURSA,2020/09/18,2020,9,September
69,VIP,Older Adults,CSTMR1000,MARMARA,MALE,KOCAELI,2020/04/01,2020,4,April
